case,C2_over_C1,R2_over_R1,waveform,Ti_s,pause_fraction,dt_s,PI,EII,MPtotal_Jmin,flow_residual_max_Ls,paw_consistency_max_cmH2O
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.0,0.001,0.6999058082894392,0.3998116165788784,4.267731924789978,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.0,0.0005,0.6999183198927504,0.3998366397855008,4.272240062366271,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.0,0.00025,0.699924571856439,0.39984914371287783,4.274495135370453,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.0,0.000125,0.6999276968801632,0.39985539376032647,4.275622922962541,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.2,0.004,0.6925901372320736,0.38518027446414727,4.91616386914179,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.2,0.002,0.6926538631618668,0.38530772632373367,4.941440790189014,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.2,0.001,0.6926856303401848,0.3853712606803695,4.954106347426154,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.2,0.0005,0.6927014901049688,0.38540298020993774,4.9604459046151455,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.2,0.00025,0.6927094140464701,0.38541882809294015,4.963617378401163,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.0,0.2,0.000125,0.6927133745338941,0.3854267490677884,4.965203539160666,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.0,0.004,0.7503469210071029,0.5006938420142057,3.3125676095870036,3.3306690738754696e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.0,0.002,0.7502826282732262,0.5005652565464526,3.3224839747691144,3.3306690738754696e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.0,0.001,0.7502506350984025,0.500501270196805,3.3274485472086965,3.3306690738754696e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.0,0.0005,0.7502346766433301,0.5004693532866602,3.3299324315720815,3.3306690738754696e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.0,0.00025,0.7502267069282597,0.5004534138565194,3.331174773374838,3.3306690738754696e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.0,0.000125,0.7502227244462679,0.5004454488925358,3.3317960441921253,3.3306690738754696e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.2,0.004,0.7468137774914653,0.4936275549829306,3.7816364723416034,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.2,0.002,0.7467444439944785,0.49348888798895685,3.79534473639057,3.885780586188048e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.2,0.001,0.7467099586491656,0.49341991729833123,3.80220942744719,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.2,0.0005,0.7466927610977999,0.49338552219559995,3.805644414077719,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.2,0.00025,0.7466841735739088,0.49336834714781774,3.8073625678365133,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,decelerating,1.5,0.2,0.000125,0.7466798826213525,0.49335976524270514,3.8082218098477827,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,sinusoidal,0.6,0.0,0.004,0.6298006698037133,0.2596013396074266,5.768191206096694,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,sinusoidal,0.6,0.0,0.002,0.6299164667993953,0.2598329335987904,5.774051670646536,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,sinusoidal,0.6,0.0,0.001,0.629973155123645,0.25994631024729015,5.7770364528324,4.440892098500626e-16,1.7763568394002505e-15
compliance-dominant_high-C2,4.0,1.0,sinusoidal,0.6,0.0,0.0005,0.6300011981773619,0.2600023963547238,5.778542526319183,4.440892098500626e-16,1.7763568394002505e-15
